ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
475,20130505,20130517,20130512,18676,1,100,1,SO57500,1,1,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498,,,2013-05-05,2013-05-17,2013-05-12
237,20130505,20130517,20130512,18676,1,100,1,SO57500,2,1,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-05-05,2013-05-17,2013-05-12
474,20130505,20130517,20130512,14604,1,19,6,SO57501,1,1,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498,,,2013-05-05,2013-05-17,2013-05-12
481,20130505,20130517,20130512,14604,1,19,6,SO57501,2,1,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-05-05,2013-05-17,2013-05-12
485,20130505,20130517,20130512,13926,1,100,1,SO57502,1,1,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-05-05,2013-05-17,2013-05-12
214,20130505,20130517,20130512,13926,1,100,1,SO57502,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
485,20130505,20130517,20130512,15250,1,100,4,SO57503,1,1,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-05-05,2013-05-17,2013-05-12
214,20130505,20130517,20130512,15250,1,100,4,SO57503,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
528,20130505,20130517,20130512,14570,1,100,1,SO57504,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
214,20130505,20130517,20130512,14570,1,100,1,SO57504,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
485,20130505,20130517,20130512,15068,1,100,8,SO57505,1,1,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-05-05,2013-05-17,2013-05-12
478,20130505,20130517,20130512,15068,1,100,8,SO57505,2,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,15068,1,100,8,SO57505,3,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
225,20130505,20130517,20130512,15068,1,100,8,SO57505,4,1,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248,,,2013-05-05,2013-05-17,2013-05-12
217,20130505,20130517,20130512,15068,1,100,8,SO57505,5,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
537,20130505,20130517,20130512,14983,1,98,10,SO57506,1,1,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875,,,2013-05-05,2013-05-17,2013-05-12
476,20130505,20130517,20130512,13674,1,100,7,SO57507,1,1,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498,,,2013-05-05,2013-05-17,2013-05-12
465,20130505,20130517,20130512,13674,1,100,7,SO57507,2,1,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-05-05,2013-05-17,2013-05-12
488,20130505,20130517,20130512,13674,1,100,7,SO57507,3,1,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-05-05,2013-05-17,2013-05-12
478,20130505,20130517,20130512,27887,1,100,7,SO57508,1,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-05,2013-05-17,2013-05-12
465,20130505,20130517,20130512,27887,1,100,7,SO57508,2,1,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,27887,1,100,7,SO57508,3,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
528,20130505,20130517,20130512,18032,1,100,7,SO57509,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
536,20130505,20130517,20130512,18032,1,100,7,SO57509,2,1,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498,,,2013-05-05,2013-05-17,2013-05-12
222,20130505,20130517,20130512,18032,1,100,7,SO57509,3,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
465,20130505,20130517,20130512,18032,1,100,7,SO57509,4,1,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-05-05,2013-05-17,2013-05-12
231,20130505,20130517,20130512,18032,1,100,7,SO57509,5,1,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-05-05,2013-05-17,2013-05-12
536,20130505,20130517,20130512,20873,1,100,8,SO57510,1,1,1,29.99,29.99,0.0,0.0,11.2163,11.2163,29.99,2.3992,0.7498,,,2013-05-05,2013-05-17,2013-05-12
528,20130505,20130517,20130512,20873,1,100,8,SO57510,2,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
484,20130505,20130517,20130512,20873,1,100,8,SO57510,3,1,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,24218,1,98,10,SO57511,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
541,20130505,20130517,20130512,27313,1,100,7,SO57512,1,1,1,28.99,28.99,0.0,0.0,10.8423,10.8423,28.99,2.3192,0.7248,,,2013-05-05,2013-05-17,2013-05-12
530,20130505,20130517,20130512,27313,1,100,7,SO57512,2,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
530,20130505,20130517,20130512,28893,1,100,7,SO57513,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
480,20130505,20130517,20130512,28893,1,100,7,SO57513,2,1,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-05,2013-05-17,2013-05-12
484,20130505,20130517,20130512,28893,1,100,7,SO57513,3,1,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988,,,2013-05-05,2013-05-17,2013-05-12
485,20130505,20130517,20130512,13052,1,100,1,SO57514,1,1,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-05-05,2013-05-17,2013-05-12
481,20130505,20130517,20130512,13052,1,100,1,SO57514,2,1,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-05-05,2013-05-17,2013-05-12
372,20130505,20130517,20130512,20412,1,100,4,SO57515,1,1,1,2443.35,2443.35,0.0,0.0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,2013-05-05,2013-05-17,2013-05-12
217,20130505,20130517,20130512,20412,1,100,4,SO57515,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
231,20130505,20130517,20130512,20412,1,100,4,SO57515,3,1,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-05-05,2013-05-17,2013-05-12
361,20130505,20130517,20130512,13418,1,19,6,SO57516,1,1,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,2013-05-05,2013-05-17,2013-05-12
537,20130505,20130517,20130512,13418,1,19,6,SO57516,2,1,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875,,,2013-05-05,2013-05-17,2013-05-12
357,20130505,20130517,20130512,13278,1,100,4,SO57517,1,1,1,2319.99,2319.99,0.0,0.0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-05-05,2013-05-17,2013-05-12
485,20130505,20130517,20130512,13278,1,100,4,SO57517,2,1,1,21.98,21.98,0.0,0.0,8.2205,8.2205,21.98,1.7584,0.5495,,,2013-05-05,2013-05-17,2013-05-12
487,20130505,20130517,20130512,13278,1,100,4,SO57517,3,1,1,54.99,54.99,0.0,0.0,20.5663,20.5663,54.99,4.3992,1.3748,,,2013-05-05,2013-05-17,2013-05-12
361,20130505,20130517,20130512,13909,1,19,6,SO57518,1,1,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,2013-05-05,2013-05-17,2013-05-12
478,20130505,20130517,20130512,13909,1,19,6,SO57518,2,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,13909,1,19,6,SO57518,3,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
214,20130505,20130517,20130512,13909,1,19,6,SO57518,4,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
583,20130505,20130517,20130512,14133,1,6,9,SO57519,1,1,1,1700.99,1700.99,0.0,0.0,1082.51,1082.51,1700.99,136.0792,42.5248,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,14133,1,6,9,SO57519,2,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
479,20130505,20130517,20130512,14133,1,6,9,SO57519,3,1,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-05-05,2013-05-17,2013-05-12
605,20130505,20130517,20130512,28307,1,6,9,SO57520,1,1,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998,,,2013-05-05,2013-05-17,2013-05-12
538,20130505,20130517,20130512,28307,1,6,9,SO57520,2,1,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373,,,2013-05-05,2013-05-17,2013-05-12
361,20130505,20130517,20130512,11756,1,6,9,SO57521,1,1,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,11756,1,6,9,SO57521,2,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
478,20130505,20130517,20130512,11756,1,6,9,SO57521,3,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-05,2013-05-17,2013-05-12
374,20130505,20130517,20130512,19621,2,6,9,SO57522,1,1,1,2443.35,2443.35,0.0,0.0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,2013-05-05,2013-05-17,2013-05-12
378,20130505,20130517,20130512,19782,1,6,9,SO57523,1,1,1,2443.35,2443.35,0.0,0.0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,2013-05-05,2013-05-17,2013-05-12
479,20130505,20130517,20130512,19782,1,6,9,SO57523,2,1,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,19782,1,6,9,SO57523,3,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
490,20130505,20130517,20130512,19782,1,6,9,SO57523,4,1,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-05-05,2013-05-17,2013-05-12
363,20130505,20130517,20130512,12687,1,6,9,SO57524,1,1,1,2294.99,2294.99,0.0,0.0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,2013-05-05,2013-05-17,2013-05-12
487,20130505,20130517,20130512,12687,1,6,9,SO57524,2,1,1,54.99,54.99,0.0,0.0,20.5663,20.5663,54.99,4.3992,1.3748,,,2013-05-05,2013-05-17,2013-05-12
578,20130505,20130517,20130512,25390,1,100,4,SO57525,1,1,1,1214.85,1214.85,0.0,0.0,755.1508,755.1508,1214.85,97.188,30.3713,,,2013-05-05,2013-05-17,2013-05-12
222,20130505,20130517,20130512,25390,1,100,4,SO57525,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
463,20130505,20130517,20130512,25390,1,100,4,SO57525,3,1,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-05-05,2013-05-17,2013-05-12
574,20130505,20130517,20130512,24359,1,100,4,SO57526,1,1,1,2384.07,2384.07,0.0,0.0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2013-05-05,2013-05-17,2013-05-12
541,20130505,20130517,20130512,24359,1,100,4,SO57526,2,1,1,28.99,28.99,0.0,0.0,10.8423,10.8423,28.99,2.3192,0.7248,,,2013-05-05,2013-05-17,2013-05-12
530,20130505,20130517,20130512,24359,1,100,4,SO57526,3,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
480,20130505,20130517,20130512,24359,1,100,4,SO57526,4,1,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-05,2013-05-17,2013-05-12
574,20130505,20130517,20130512,24353,1,100,4,SO57527,1,1,1,2384.07,2384.07,0.0,0.0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2013-05-05,2013-05-17,2013-05-12
479,20130505,20130517,20130512,24353,1,100,4,SO57527,2,1,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-05-05,2013-05-17,2013-05-12
477,20130505,20130517,20130512,24353,1,100,4,SO57527,3,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-05,2013-05-17,2013-05-12
604,20130505,20130517,20130512,23075,1,100,4,SO57528,1,1,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998,,,2013-05-05,2013-05-17,2013-05-12
538,20130505,20130517,20130512,23075,1,100,4,SO57528,2,1,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373,,,2013-05-05,2013-05-17,2013-05-12
480,20130505,20130517,20130512,23075,1,100,4,SO57528,3,1,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-05,2013-05-17,2013-05-12
384,20130505,20130517,20130512,23907,1,98,10,SO57529,1,1,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2013-05-05,2013-05-17,2013-05-12
606,20130505,20130517,20130512,11416,1,100,7,SO57530,1,1,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998,,,2013-05-05,2013-05-17,2013-05-12
479,20130505,20130517,20130512,11416,1,100,7,SO57530,2,1,1,8.99,8.99,0.0,0.0,3.3623,3.3623,8.99,0.7192,0.2248,,,2013-05-05,2013-05-17,2013-05-12
606,20130505,20130517,20130512,22306,2,100,7,SO57531,1,1,1,539.99,539.99,0.0,0.0,343.6496,343.6496,539.99,43.1992,13.4998,,,2013-05-05,2013-05-17,2013-05-12
538,20130505,20130517,20130512,22306,1,100,7,SO57531,2,1,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373,,,2013-05-05,2013-05-17,2013-05-12
562,20130505,20130517,20130512,25730,1,100,8,SO57532,1,1,1,2384.07,2384.07,0.0,0.0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,2013-05-05,2013-05-17,2013-05-12
222,20130505,20130517,20130512,25730,1,100,8,SO57532,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-05,2013-05-17,2013-05-12
237,20130505,20130517,20130512,25730,2,100,8,SO57532,3,1,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-05-05,2013-05-17,2013-05-12
384,20130506,20130518,20130513,16525,1,6,9,SO57533,1,1,1,1120.49,1120.49,0.0,0.0,713.0798,713.0798,1120.49,89.6392,28.0123,,,2013-05-06,2013-05-18,2013-05-13
489,20130506,20130518,20130513,16525,1,6,9,SO57533,2,1,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-05-06,2013-05-18,2013-05-13
355,20130506,20130518,20130513,13411,1,98,10,SO57534,1,1,1,2319.99,2319.99,0.0,0.0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-05-06,2013-05-18,2013-05-13
217,20130506,20130518,20130513,13411,1,98,10,SO57534,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-06,2013-05-18,2013-05-13
353,20130506,20130518,20130513,13260,1,100,8,SO57535,1,1,1,2319.99,2319.99,0.0,0.0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,2013-05-06,2013-05-18,2013-05-13
478,20130506,20130518,20130513,13260,1,100,8,SO57535,2,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-06,2013-05-18,2013-05-13
477,20130506,20130518,20130513,13260,1,100,8,SO57535,3,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
217,20130506,20130518,20130513,13260,1,100,8,SO57535,4,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-06,2013-05-18,2013-05-13
535,20130506,20130518,20130513,11074,1,6,9,SO57536,1,1,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-05-06,2013-05-18,2013-05-13
480,20130506,20130518,20130513,11074,1,6,9,SO57536,2,1,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-06,2013-05-18,2013-05-13
484,20130506,20130518,20130513,11074,1,6,9,SO57536,3,1,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988,,,2013-05-06,2013-05-18,2013-05-13
539,20130506,20130518,20130513,14013,1,6,9,SO57537,1,1,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-05-06,2013-05-18,2013-05-13
529,20130506,20130518,20130513,14013,1,6,9,SO57537,2,1,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-05-06,2013-05-18,2013-05-13
234,20130506,20130518,20130513,14013,1,6,9,SO57537,3,1,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-05-06,2013-05-18,2013-05-13
465,20130506,20130518,20130513,14013,1,6,9,SO57537,4,1,1,24.49,24.49,0.0,0.0,9.1593,9.1593,24.49,1.9592,0.6123,,,2013-05-06,2013-05-18,2013-05-13
539,20130506,20130518,20130513,15806,1,6,9,SO57538,1,1,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-05-06,2013-05-18,2013-05-13
529,20130506,20130518,20130513,15806,1,6,9,SO57538,2,1,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-05-06,2013-05-18,2013-05-13
222,20130506,20130518,20130513,15806,1,6,9,SO57538,3,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-06,2013-05-18,2013-05-13
537,20130506,20130518,20130513,21171,1,6,9,SO57539,1,1,1,35.0,35.0,0.0,0.0,13.09,13.09,35.0,2.8,0.875,,,2013-05-06,2013-05-18,2013-05-13
480,20130506,20130518,20130513,21171,1,6,9,SO57539,2,1,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-06,2013-05-18,2013-05-13
477,20130506,20130518,20130513,23129,1,6,9,SO57540,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
476,20130506,20130518,20130513,27518,1,6,9,SO57541,1,1,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498,,,2013-05-06,2013-05-18,2013-05-13
489,20130506,20130518,20130513,27518,1,6,9,SO57541,2,1,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-05-06,2013-05-18,2013-05-13
478,20130506,20130518,20130513,29302,1,6,9,SO57542,1,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-06,2013-05-18,2013-05-13
477,20130506,20130518,20130513,29302,1,6,9,SO57542,2,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
484,20130506,20130518,20130513,29302,1,6,9,SO57542,3,1,1,7.95,7.95,0.0,0.0,2.9733,2.9733,7.95,0.636,0.1988,,,2013-05-06,2013-05-18,2013-05-13
228,20130506,20130518,20130513,14213,1,6,9,SO57543,1,1,1,49.99,49.99,0.0,0.0,38.4923,38.4923,49.99,3.9992,1.2498,,,2013-05-06,2013-05-18,2013-05-13
225,20130506,20130518,20130513,14213,1,6,9,SO57543,2,1,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248,,,2013-05-06,2013-05-18,2013-05-13
487,20130506,20130518,20130513,13137,1,6,9,SO57544,1,1,1,54.99,54.99,0.0,0.0,20.5663,20.5663,54.99,4.3992,1.3748,,,2013-05-06,2013-05-18,2013-05-13
491,20130506,20130518,20130513,13137,1,6,9,SO57544,2,1,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-05-06,2013-05-18,2013-05-13
529,20130506,20130518,20130513,27730,1,100,1,SO57545,1,1,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-05-06,2013-05-18,2013-05-13
530,20130506,20130518,20130513,28278,1,100,1,SO57546,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
217,20130506,20130518,20130513,28278,1,100,1,SO57546,2,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-06,2013-05-18,2013-05-13
530,20130506,20130518,20130513,15251,1,19,6,SO57547,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
541,20130506,20130518,20130513,15251,1,19,6,SO57547,2,1,1,28.99,28.99,0.0,0.0,10.8423,10.8423,28.99,2.3192,0.7248,,,2013-05-06,2013-05-18,2013-05-13
214,20130506,20130518,20130513,15251,1,19,6,SO57547,3,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-06,2013-05-18,2013-05-13
529,20130506,20130518,20130513,27755,1,100,4,SO57548,1,1,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-05-06,2013-05-18,2013-05-13
538,20130506,20130518,20130513,27755,1,100,4,SO57548,2,1,1,21.49,21.49,0.0,0.0,8.0373,8.0373,21.49,1.7192,0.5373,,,2013-05-06,2013-05-18,2013-05-13
222,20130506,20130518,20130513,27755,1,100,4,SO57548,3,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-06,2013-05-18,2013-05-13
528,20130506,20130518,20130513,26333,1,100,1,SO57549,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
535,20130506,20130518,20130513,26333,1,100,1,SO57549,2,1,1,24.99,24.99,0.0,0.0,9.3463,9.3463,24.99,1.9992,0.6248,,,2013-05-06,2013-05-18,2013-05-13
480,20130506,20130518,20130513,26333,2,100,1,SO57549,3,1,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-06,2013-05-18,2013-05-13
529,20130506,20130518,20130513,13944,1,19,6,SO57550,1,1,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-05-06,2013-05-18,2013-05-13
540,20130506,20130518,20130513,13944,1,19,6,SO57550,2,1,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815,,,2013-05-06,2013-05-18,2013-05-13
222,20130506,20130518,20130513,13944,1,19,6,SO57550,3,1,1,34.99,34.99,0.0,0.0,13.0863,13.0863,34.99,2.7992,0.8748,,,2013-05-06,2013-05-18,2013-05-13
529,20130506,20130518,20130513,24412,1,100,4,SO57551,1,1,1,3.99,3.99,0.0,0.0,1.4923,1.4923,3.99,0.3192,0.0998,,,2013-05-06,2013-05-18,2013-05-13
540,20130506,20130518,20130513,24412,1,100,4,SO57551,2,1,1,32.6,32.6,0.0,0.0,12.1924,12.1924,32.6,2.608,0.815,,,2013-05-06,2013-05-18,2013-05-13
480,20130506,20130518,20130513,24412,1,100,4,SO57551,3,1,1,2.29,2.29,0.0,0.0,0.8565,0.8565,2.29,0.1832,0.0573,,,2013-05-06,2013-05-18,2013-05-13
477,20130506,20130518,20130513,21712,1,100,4,SO57552,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
478,20130506,20130518,20130513,21712,1,100,4,SO57552,2,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-06,2013-05-18,2013-05-13
490,20130506,20130518,20130513,21712,1,100,4,SO57552,3,1,1,53.99,53.99,0.0,0.0,41.5723,41.5723,53.99,4.3192,1.3498,,,2013-05-06,2013-05-18,2013-05-13
474,20130506,20130518,20130513,20368,1,100,4,SO57553,1,1,1,69.99,69.99,0.0,0.0,26.1763,26.1763,69.99,5.5992,1.7498,,,2013-05-06,2013-05-18,2013-05-13
477,20130506,20130518,20130513,11287,1,19,6,SO57554,1,1,1,4.99,4.99,0.0,0.0,1.8663,1.8663,4.99,0.3992,0.1248,,,2013-05-06,2013-05-18,2013-05-13
478,20130506,20130518,20130513,11287,1,19,6,SO57554,2,1,1,9.99,9.99,0.0,0.0,3.7363,3.7363,9.99,0.7992,0.2498,,,2013-05-06,2013-05-18,2013-05-13
225,20130506,20130518,20130513,11287,1,19,6,SO57554,3,1,1,8.99,8.99,0.0,0.0,6.9223,6.9223,8.99,0.7192,0.2248,,,2013-05-06,2013-05-18,2013-05-13
